,Referee,no_of_rounds,R_current_lose_streak,R_current_win_streak,R_draw,R_avg_CLINCH_att,R_avg_CLINCH_landed,R_avg_DISTANCE_att,R_avg_DISTANCE_landed,R_avg_GROUND_att,R_avg_GROUND_landed,R_avg_HEAD_att,R_avg_HEAD_landed,R_avg_KD,R_avg_LEG_att,R_avg_LEG_landed,R_avg_PASS,R_avg_REV,R_avg_SIG_STR_att,R_avg_SIG_STR_landed,R_avg_SIG_STR_pct,R_avg_TD_att,R_avg_TD_landed,R_avg_TD_pct,R_avg_TOTAL_STR_att,R_avg_TOTAL_STR_landed,R_longest_win_streak,R_losses,R_avg_opp_CLINCH_att,R_avg_opp_CLINCH_landed,R_avg_opp_DISTANCE_att,R_avg_opp_DISTANCE_landed,R_avg_opp_GROUND_att,R_avg_opp_GROUND_landed,R_avg_opp_HEAD_att,R_avg_opp_HEAD_landed,R_avg_opp_KD,R_avg_opp_LEG_att,R_avg_opp_LEG_landed,R_avg_opp_PASS,R_avg_opp_REV,R_avg_opp_SIG_STR_att,R_avg_opp_SIG_STR_landed,R_avg_opp_SIG_STR_pct,R_avg_opp_TD_att,R_avg_opp_TD_landed,R_avg_opp_TD_pct,R_avg_opp_TOTAL_STR_att,R_avg_opp_TOTAL_STR_landed,R_total_rounds_fought,R_total_time_fought(seconds),R_total_title_bouts,R_win_by_Decision_Majority,R_win_by_Decision_Split,R_win_by_Decision_Unanimous,R_win_by_KO/TKO,R_win_by_Submission,R_win_by_TKO_Doctor_Stoppage,R_wins,R_Stance,R_Height_cms,R_Reach_cms,R_Weight_lbs,R_age,Gender
853,Keith Peterson,3,0.0,2.0,0.0,2.0,1.5,118.0,56.0,0.5,0.5,119.5,57.0,0.0,0.0,0.0,0.5,0.0,120.5,58.0,0.38,0.5,0.5,0.5,124.0,61.0,2.0,0.0,1.0,0.5,87.5,31.5,0.0,0.0,63.0,14.0,0.0,18.0,14.5,0.0,0.0,88.5,32.0,0.4,0.5,0.0,0.0,90.0,33.5,4.0,518.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,Orthodox,193.04,203.2,205.0,28.0,1
856,Rob Hinds,3,1.0,0.0,0.0,15.25,12.75,52.5,15.0,9.5,6.875,59.625,20.375,0.125,5.75,5.375,1.75,0.375,77.25,34.625,0.455,2.375,1.0,0.36375,122.375,75.5,5.0,2.0,6.5,4.75,44.375,13.5,1.625,1.25,37.875,9.125,0.0,5.625,5.375,1.25,0.125,52.5,19.5,0.375,6.625,0.875,0.135,73.5,38.0,21.0,757.25,0.0,0.0,1.0,4.0,1.0,0.0,0.0,6.0,Southpaw,185.42,195.58,185.0,28.0,1
860,Jerin Valel,3,2.0,0.0,0.0,23.66666666666667,14.666666666666664,87.83333333333331,31.83333333333333,5.666666666666668,3.6666666666666665,82.66666666666667,25.16666666666667,0.3333333333333333,5.833333333333332,3.6666666666666665,1.1666666666666667,0.0,117.16666666666669,50.16666666666666,0.4216666666666667,5.833333333333332,1.8333333333333333,0.4516666666666667,147.66666666666666,78.16666666666667,4.0,2.0,11.0,7.166666666666668,109.83333333333331,27.66666666666667,0.5,0.16666666666666666,97.16666666666669,21.166666666666668,0.16666666666666666,6.166666666666668,2.833333333333333,0.0,0.0,121.33333333333331,35.0,0.33,0.8333333333333334,0.0,0.0,131.83333333333334,44.66666666666666,16.0,778.1666666666665,1.0,0.0,1.0,3.0,0.0,0.0,0.0,4.0,Orthodox,162.56,162.56,135.0,30.0,1
862,Jerin Valel,3,2.0,0.0,0.0,5.52,4.12,71.6,25.0,10.72,6.76,67.48,21.28,0.44,11.48,8.12,0.32,0.28,87.84,35.88,0.4480000000000002,2.96,1.08,0.2828,105.32,52.4,3.0,13.0,5.48,3.8,74.08,27.08,4.76,3.04,65.52,19.84,0.08,9.44,7.68,2.36,0.24,84.32,33.92,0.3891999999999999,3.96,1.4,0.2656,108.28,55.48,68.0,760.52,0.0,0.0,1.0,5.0,5.0,0.0,1.0,12.0,Orthodox,172.72,180.34,145.0,31.0,1
867,Dan Miragliotta,3,1.0,0.0,0.0,7.0,4.75,12.75,4.5,12.75,8.25,28.25,13.5,0.0,1.25,1.0,2.0,0.0,32.5,17.5,0.5275,7.5,2.75,0.3925,86.5,56.5,2.0,2.0,9.5,8.25,22.75,8.5,7.5,6.25,33.25,17.25,0.25,1.75,1.25,0.75,0.0,39.75,23.0,0.48,0.75,0.25,0.125,93.5,70.5,10.0,642.25,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,Orthodox,187.96,187.96,243.0,24.0,1
868,John McCarthy,3,0.0,2.0,0.0,5.333333333333333,4.666666666666667,59.33333333333334,19.33333333333333,17.333333333333332,11.333333333333336,70.0,27.33333333333333,0.3333333333333333,4.0,3.6666666666666665,1.3333333333333333,0.3333333333333333,82.0,35.333333333333336,0.4133333333333333,6.666666666666668,2.333333333333333,0.23666666666666664,84.33333333333333,37.0,2.0,1.0,4.0,2.0,57.0,18.33333333333333,8.666666666666666,4.666666666666667,57.66666666666666,17.666666666666668,0.6666666666666666,6.0,4.666666666666667,1.3333333333333333,0.6666666666666666,69.66666666666667,25.0,0.3700000000000001,3.6666666666666665,0.6666666666666666,0.20666666666666667,96.33333333333331,50.66666666666666,9.0,840.3333333333335,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,Orthodox,180.34,190.5,155.0,33.0,1
870,Leon Roberts,3,0.0,1.0,0.0,15.25,10.25,39.5,11.75,16.75,12.0,56.25,23.75,0.25,4.0,2.25,1.0,0.25,71.5,34.0,0.4775,1.25,1.0,0.375,111.5,70.25,1.0,2.0,12.25,7.0,23.75,11.25,14.5,6.75,37.75,15.0,0.0,5.25,4.75,3.5,0.0,50.5,25.0,0.3675000000000001,5.75,1.75,0.3,116.75,87.75,10.0,673.25,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,Orthodox,180.34,185.42,170.0,33.0,1
879,Kevin Sataki,3,2.0,0.0,0.0,3.5,2.5,26.5,10.0,0.0,0.0,16.5,3.0,0.0,7.0,5.0,0.0,0.0,30.0,12.5,0.45,0.5,0.0,0.0,35.5,17.0,0.0,2.0,11.0,7.5,34.0,11.5,12.5,5.5,45.5,14.5,0.5,2.5,1.0,0.0,0.0,57.5,24.5,0.415,0.5,0.0,0.0,110.0,74.0,4.0,409.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,180.34,185.42,205.0,37.0,1
880,Neil Hall,3,3.0,0.0,0.0,3.0,1.3333333333333333,21.66666666666667,6.0,4.0,3.6666666666666665,25.66666666666667,8.666666666666666,0.0,1.3333333333333333,1.3333333333333333,0.3333333333333333,0.3333333333333333,28.66666666666667,11.0,0.2233333333333333,0.0,0.0,0.0,40.66666666666666,22.33333333333333,0.0,3.0,2.6666666666666665,1.0,20.33333333333333,11.333333333333336,12.666666666666664,10.0,32.333333333333336,19.33333333333333,1.0,1.0,1.0,2.0,0.0,35.666666666666664,22.33333333333333,0.58,2.6666666666666665,1.0,0.12333333333333335,48.66666666666666,34.0,5.0,289.3333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,177.8,182.88,155.0,30.0,1
881,John McCarthy,5,0.0,3.0,0.0,5.0,3.125,129.625,47.5,9.375,5.25,126.375,43.75,0.125,6.875,6.125,1.75,0.25,144.0,55.875,0.3975000000000001,3.25,1.375,0.41,160.375,70.5,3.0,2.0,4.375,3.25,100.25,31.25,7.25,3.75,89.625,23.375,0.375,6.875,5.375,1.125,0.25,111.875,38.25,0.34625,4.75,1.375,0.4025,129.5,53.125,23.0,834.125,0.0,0.0,0.0,6.0,0.0,0.0,0.0,6.0,Orthodox,167.64,175.26,135.0,23.0,1
885,John McCarthy,3,1.0,0.0,0.0,10.909090909090908,7.545454545454546,48.45454545454545,19.363636363636363,3.363636363636364,2.272727272727273,51.45454545454545,20.181818181818183,0.3636363636363637,4.545454545454546,3.5454545454545454,0.18181818181818185,0.0,62.72727272727273,29.181818181818183,0.5054545454545454,0.2727272727272727,0.0,0.0,69.72727272727273,35.54545454545455,4.0,4.0,6.636363636363638,4.2727272727272725,64.0,27.272727272727273,0.18181818181818185,0.09090909090909093,43.90909090909091,14.727272727272727,0.0,13.454545454545455,10.727272727272727,0.2727272727272727,0.0,70.81818181818181,31.63636363636364,0.4754545454545455,2.4545454545454546,0.3636363636363637,0.11818181818181818,82.45454545454545,42.72727272727273,22.0,527.0,0.0,0.0,0.0,2.0,4.0,1.0,0.0,7.0,Southpaw,187.96,190.5,205.0,31.0,1
888,Jerin Valel,3,1.0,0.0,0.0,15.9,10.9,58.1,15.0,18.9,15.3,71.1,24.7,0.0,5.8,4.5,2.8,0.8,92.9,41.2,0.4380000000000001,7.7,2.5,0.307,149.5,92.3,2.0,5.0,10.7,8.0,58.3,20.6,5.6,4.4,55.5,18.7,0.1,8.4,7.1,2.4,0.3,74.6,33.0,0.433,6.3,2.8,0.3350000000000001,96.2,51.7,29.0,842.3,0.0,0.0,3.0,0.0,2.0,0.0,0.0,5.0,Orthodox,165.1,165.1,125.0,28.0,1
891,Bladimir Puga,3,0.0,0.0,0.0,6.5,4.3,45.41666666666666,15.75,7.5,5.0,49.75,18.33333333333333,0.16666666666666666,4.75,3.875,1.0,0.0,63.5,28.5,0.4575,2.333333333333333,1.0,0.32333333333333336,89.0,48.42857142857143,0.0,0.0,6.0,3.8333333333333335,44.73913043478261,14.571428571428573,4.75,3.0,46.22222222222222,14.666666666666664,0.0,4.833333333333333,3.75,0.6666666666666666,0.0,60.0,24.4,0.4083333333333334,2.3846153846153846,0.7777777777777778,0.2222222222222222,82.14285714285714,42.54545454545455,0.0,616.5454545454545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Switch,167.64,175.26,125.0,22.0,1
893,John McCarthy,5,0.0,4.0,0.0,24.11111111111111,17.777777777777782,65.44444444444444,24.33333333333333,16.555555555555557,12.444444444444445,86.0,39.444444444444436,0.1111111111111111,7.4444444444444455,5.888888888888888,2.333333333333333,0.0,106.11111111111113,54.555555555555564,0.5544444444444445,3.888888888888889,1.6666666666666667,0.4211111111111111,162.22222222222226,104.55555555555556,4.0,1.0,14.222222222222221,9.666666666666666,67.22222222222223,26.11111111111111,1.1111111111111112,0.7777777777777778,61.22222222222222,20.666666666666668,0.2222222222222222,7.5555555555555545,5.777777777777778,0.0,0.0,82.55555555555556,36.555555555555564,0.4144444444444445,2.333333333333333,0.6666666666666666,0.17444444444444446,94.88888888888887,48.33333333333334,28.0,876.4444444444445,4.0,0.0,1.0,3.0,1.0,3.0,0.0,8.0,Orthodox,180.34,182.88,235.0,38.0,1
894,Herb Dean,5,0.0,1.0,0.0,10.9,8.4,45.4,14.1,9.3,7.5,46.9,16.1,0.8,4.5,3.7,0.2,0.0,65.6,30.0,0.5439999999999999,0.8,0.5,0.25,83.4,46.9,3.0,3.0,9.8,6.4,77.1,21.5,1.2,0.3,60.4,11.1,0.0,7.7,5.4,0.1,0.0,88.1,28.2,0.317,2.1,0.1,0.05,109.1,47.7,25.0,662.7,3.0,1.0,1.0,0.0,5.0,0.0,0.0,7.0,Orthodox,175.26,187.96,170.0,35.0,1
898,Mike Beltran,3,0.0,1.0,0.0,6.090909090909091,5.454545454545454,54.90909090909091,19.818181818181817,6.454545454545454,3.9090909090909087,44.90909090909091,12.909090909090908,0.18181818181818185,15.454545454545455,10.818181818181818,0.6363636363636364,0.3636363636363637,67.45454545454545,29.181818181818183,0.45,4.181818181818182,1.0909090909090908,0.26545454545454544,79.0,40.36363636363637,4.0,3.0,5.545454545454546,4.363636363636363,56.45454545454545,21.90909090909091,4.0,3.5454545454545454,51.0,19.454545454545453,0.18181818181818185,6.545454545454546,4.909090909090909,1.0,0.0,66.0,29.818181818181817,0.4418181818181818,1.7272727272727273,1.0909090909090908,0.4272727272727273,79.72727272727273,42.90909090909091,26.0,642.2727272727273,1.0,0.0,0.0,3.0,2.0,3.0,0.0,8.0,Orthodox,172.72,180.34,145.0,35.0,1
899,Herb Dean,3,0.0,1.0,0.0,13.571428571428573,10.571428571428571,68.71428571428571,24.42857142857143,17.571428571428573,12.142857142857142,61.14285714285714,19.857142857142858,0.0,15.428571428571427,10.142857142857142,1.5714285714285714,0.0,99.85714285714286,47.14285714285714,0.4871428571428572,5.428571428571429,2.142857142857143,0.4942857142857143,141.71428571428572,86.42857142857143,4.0,2.0,5.571428571428571,3.4285714285714284,48.85714285714285,14.285714285714285,1.0,0.5714285714285714,39.142857142857146,8.285714285714286,0.14285714285714285,7.428571428571429,5.428571428571429,0.7142857142857143,0.14285714285714285,55.42857142857143,18.285714285714285,0.3,2.2857142857142856,1.0,0.16571428571428573,77.85714285714286,38.142857142857146,20.0,817.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,5.0,Orthodox,170.18,180.34,135.0,27.0,1
907,John McCarthy,3,0.0,1.0,0.0,8.333333333333334,6.0,36.66666666666666,12.666666666666664,28.555555555555557,20.88888888888889,65.22222222222223,32.666666666666664,0.0,3.6666666666666665,3.0,2.2222222222222223,0.0,73.55555555555556,39.555555555555564,0.5077777777777778,7.5555555555555545,3.6666666666666665,0.3933333333333333,101.88888888888887,63.555555555555564,3.0,4.0,4.777777777777779,3.4444444444444446,48.0,18.555555555555557,4.777777777777779,3.888888888888889,51.33333333333334,21.222222222222218,0.4444444444444444,2.333333333333333,1.6666666666666667,0.1111111111111111,0.0,57.555555555555564,25.88888888888889,0.4188888888888889,0.7777777777777778,0.2222222222222222,0.1111111111111111,61.555555555555564,29.444444444444446,19.0,536.6666666666666,0.0,0.0,0.0,3.0,2.0,0.0,0.0,5.0,Orthodox,187.96,193.04,205.0,36.0,1
908,Dan Miragliotta,3,0.0,4.0,0.0,6.5,4.0,123.0,48.25,1.0,0.25,97.25,30.25,0.25,13.25,11.75,0.0,0.0,130.5,52.5,0.4325,2.25,0.75,0.125,137.0,58.0,4.0,0.0,2.75,2.5,101.75,32.0,0.0,0.0,74.75,16.0,0.0,11.25,8.5,0.0,0.0,104.5,34.5,0.3625,2.75,0.0,0.0,105.5,35.5,10.0,697.25,0.0,0.0,1.0,2.0,1.0,0.0,0.0,4.0,Orthodox,162.56,172.72,135.0,28.0,1
909,Todd Ronald Anderson,3,0.0,1.0,0.0,4.0,4.0,89.0,42.0,13.0,9.0,88.0,41.0,1.0,8.0,7.0,1.0,0.0,106.0,55.0,0.51,0.0,0.0,0.0,115.0,64.0,1.0,0.0,6.0,5.0,91.0,15.0,0.0,0.0,84.0,12.0,0.0,6.0,6.0,0.0,0.0,97.0,20.0,0.2,0.0,0.0,0.0,101.0,24.0,2.0,517.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Orthodox,182.88,187.96,170.0,32.0,1
917,Todd Ronald Anderson,3,1.0,0.0,0.0,1.6666666666666667,0.6666666666666666,27.0,10.666666666666666,6.333333333333332,4.666666666666667,23.66666666666667,7.0,0.3333333333333333,7.0,6.0,0.6666666666666666,0.0,35.0,16.0,0.5333333333333333,2.333333333333333,0.6666666666666666,0.19333333333333336,41.333333333333336,22.0,1.0,2.0,0.3333333333333333,0.3333333333333333,31.66666666666667,9.0,21.66666666666667,14.0,41.66666666666666,15.333333333333336,0.0,5.333333333333333,3.333333333333333,3.0,0.0,53.66666666666666,23.33333333333333,0.3033333333333333,6.0,3.333333333333333,0.42,73.0,39.66666666666666,7.0,556.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Orthodox,180.34,185.42,155.0,28.0,1
925,Grant Waterman,3,0.0,1.0,0.0,4.0,3.0,92.0,32.0,3.0,2.0,82.0,27.0,0.0,7.0,4.0,2.0,0.0,99.0,37.0,0.37,3.0,1.0,0.33,135.0,67.0,1.0,0.0,3.0,0.0,86.0,29.0,4.0,3.0,90.0,31.0,0.0,0.0,0.0,0.0,0.0,93.0,32.0,0.34,12.0,4.0,0.33,107.0,44.0,3.0,900.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,Orthodox,165.1,170.18,125.0,27.0,1
928,Leon Roberts,3,0.0,1.0,0.0,1.0,0.0,53.0,27.0,26.0,22.0,74.0,45.0,0.0,1.0,1.0,3.0,0.0,80.0,49.0,0.61,15.0,11.0,0.73,171.0,127.0,1.0,0.0,12.0,9.0,116.0,44.0,0.0,0.0,103.0,35.0,0.0,8.0,7.0,0.0,0.0,128.0,53.0,0.41,0.0,0.0,0.0,134.0,59.0,3.0,900.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,Orthodox,170.18,180.34,135.0,25.0,1
930,John McCarthy,5,0.0,8.0,0.0,5.125,3.375,48.375,24.5,14.0,9.375,45.0,21.0,0.75,11.875,8.75,0.75,0.0,67.5,37.25,0.5974999999999999,3.5,1.625,0.31125,80.25,49.0,8.0,0.0,4.0,1.875,57.25,19.625,2.0,1.375,41.625,10.0,0.0,9.625,7.0,0.625,0.0,63.25,22.875,0.3425,4.375,0.875,0.14875,71.125,29.625,22.0,671.75,0.0,0.0,1.0,1.0,6.0,0.0,0.0,8.0,Southpaw,182.88,185.42,185.0,40.0,1
931,Herb Dean,3,0.0,1.0,0.0,8.25,6.25,68.41666666666667,36.66666666666666,8.5,5.5,65.41666666666667,31.5,0.25,9.083333333333334,8.583333333333334,1.1666666666666667,0.0,85.16666666666667,48.41666666666666,0.5850000000000001,2.25,0.5,0.13833333333333336,99.08333333333331,60.58333333333334,6.0,3.0,7.083333333333332,5.083333333333333,57.5,19.83333333333333,2.6666666666666665,2.333333333333333,51.33333333333334,16.166666666666668,0.3333333333333333,10.5,7.416666666666668,0.25,0.0,67.25,27.25,0.4316666666666667,1.0,0.6666666666666666,0.2125,78.66666666666667,37.833333333333336,27.0,590.9166666666666,3.0,0.0,0.0,3.0,4.0,2.0,0.0,9.0,Orthodox,193.04,195.58,231.0,39.0,1
934,Mark Smith,3,0.0,1.0,0.0,5.0,4.25,61.0,24.75,4.0,3.5,55.0,20.75,0.75,5.5,4.5,0.25,0.0,70.0,32.5,0.53,2.25,0.5,0.3,73.0,35.0,2.0,1.0,4.25,2.25,70.0,22.0,6.75,5.5,59.0,15.0,0.0,8.5,6.5,1.0,0.0,81.0,29.75,0.3325,0.75,0.5,0.375,89.0,37.25,7.0,454.75,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,Orthodox,172.72,180.34,135.0,30.0,1
942,Jason Herzog,4,2.0,0.0,0.0,1.5,1.0,22.75,8.5,22.5,12.5,43.0,19.75,0.0,1.0,0.75,2.25,0.0,46.75,22.0,0.4175,2.25,1.5,0.1875,61.25,33.5,1.0,3.0,5.25,4.5,32.75,9.25,9.75,6.5,39.75,15.25,1.0,3.0,1.75,0.0,0.0,47.75,20.25,0.4300000000000001,0.0,0.0,0.0,60.5,30.5,6.0,298.25,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,Orthodox,187.96,187.96,170.0,28.0,1
943,John McCarthy,3,1.0,0.0,0.0,5.75,4.75,39.75,21.5,3.0,3.0,39.5,21.0,0.25,4.5,4.0,0.5,0.0,48.5,29.25,0.5900000000000001,0.5,0.0,0.0,60.25,40.0,2.0,2.0,5.25,3.0,50.5,14.75,10.5,5.75,57.75,17.25,0.25,2.0,1.5,3.25,0.0,66.25,23.5,0.3675000000000001,3.25,2.25,0.4625,99.5,47.25,8.0,535.25,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,Switch,180.34,195.58,185.0,33.0,1
947,Chris Tognoni,3,0.0,2.0,0.0,3.571428571428572,2.0,106.71428571428572,46.28571428571429,1.5714285714285714,0.5714285714285714,89.85714285714286,33.714285714285715,0.0,10.428571428571429,7.428571428571429,0.7142857142857143,0.2857142857142857,111.85714285714286,48.85714285714285,0.4528571428571429,4.571428571428571,0.5714285714285714,0.2342857142857143,120.28571428571428,55.42857142857143,2.0,3.0,6.571428571428571,4.571428571428571,113.0,41.42857142857143,4.571428571428571,3.1428571428571432,89.2857142857143,24.714285714285715,0.2857142857142857,13.571428571428573,10.857142857142858,0.7142857142857143,0.14285714285714285,124.14285714285714,49.14285714285714,0.3757142857142857,1.4285714285714286,1.0,0.4514285714285714,132.28571428571428,56.28571428571429,15.0,600.5714285714286,0.0,0.0,0.0,1.0,1.0,2.0,0.0,4.0,Orthodox,187.96,185.42,170.0,31.0,1
950,Jason Herzog,3,1.0,0.0,0.0,6.388888888888888,3.7777777777777777,66.05555555555556,17.11111111111111,8.888888888888891,4.888888888888889,72.22222222222223,19.555555555555557,0.3333333333333333,1.7222222222222223,1.2222222222222223,1.8333333333333333,0.2222222222222222,81.33333333333333,25.777777777777782,0.3633333333333333,5.222222222222221,2.1666666666666665,0.4194444444444445,98.11111111111113,40.944444444444436,8.0,8.0,8.555555555555555,4.777777777777779,95.88888888888887,26.777777777777782,2.3888888888888893,1.5555555555555556,87.72222222222223,22.0,0.3333333333333333,6.5555555555555545,5.166666666666667,0.3888888888888889,0.1111111111111111,106.83333333333331,33.111111111111114,0.3194444444444444,3.2777777777777777,0.5555555555555556,0.14722222222222225,124.22222222222223,48.22222222222222,51.0,786.7777777777777,2.0,0.0,3.0,6.0,1.0,0.0,0.0,10.0,Orthodox,175.26,177.8,155.0,38.0,1
952,Kevin MacDonald,3,1.0,0.0,0.0,9.952380952380953,6.761904761904763,36.333333333333336,15.61904761904762,4.666666666666667,3.6190476190476186,36.66666666666666,15.285714285714285,0.3333333333333333,5.190476190476192,4.428571428571429,0.7142857142857143,0.09523809523809523,50.952380952380956,26.0,0.5138095238095237,2.8095238095238093,1.0,0.18761904761904766,70.23809523809524,43.38095238095239,4.0,10.0,10.047619047619047,6.142857142857142,39.047619047619044,12.666666666666664,9.904761904761905,6.7142857142857135,45.28571428571429,15.047619047619047,0.09523809523809523,4.904761904761905,3.809523809523809,1.0952380952380951,0.0,59.0,25.523809523809533,0.4490476190476192,2.380952380952381,1.0,0.27142857142857146,79.28571428571429,43.80952380952381,45.0,547.1428571428571,0.0,0.0,2.0,3.0,6.0,0.0,0.0,11.0,Orthodox,182.88,187.96,185.0,36.0,1
955,Kevin MacDonald,3,5.0,0.0,0.0,10.958333333333336,8.166666666666666,55.375,21.79166666666667,9.041666666666666,6.5,66.0,28.29166666666667,0.25,2.458333333333333,2.208333333333333,1.7916666666666667,0.04166666666666666,75.375,36.458333333333336,0.5349999999999999,1.875,1.0833333333333333,0.3425,113.04166666666669,72.625,3.0,12.0,10.125,6.416666666666668,74.70833333333333,28.16666666666667,13.916666666666664,9.166666666666666,77.5,28.41666666666667,0.04166666666666666,8.416666666666666,6.208333333333332,0.9166666666666666,0.375,98.75,43.75,0.4175,5.833333333333332,1.375,0.285,144.29166666666666,85.91666666666669,70.0,808.7916666666665,11.0,0.0,0.0,1.0,6.0,4.0,1.0,12.0,Orthodox,175.26,177.8,155.0,38.0,1
956,Keith Peterson,3,2.0,0.0,0.0,6.3478260869565215,4.478260869565218,72.78260869565217,16.608695652173914,13.0,7.6521739130434785,77.3913043478261,17.391304347826086,0.21739130434782608,8.130434782608695,7.086956521739131,2.0434782608695654,0.043478260869565216,92.1304347826087,28.73913043478261,0.34391304347826085,7.130434782608695,2.652173913043478,0.3765217391304348,122.3913043478261,55.0,4.0,11.0,7.608695652173912,5.0,78.69565217391305,22.217391304347824,4.434782608695652,3.565217391304348,81.1304347826087,23.956521739130434,0.21739130434782608,3.0434782608695654,2.3043478260869565,0.4782608695652174,0.08695652173913042,90.7391304347826,30.782608695652176,0.3247826086956522,2.5217391304347827,0.6521739130434783,0.17608695652173914,109.43478260869566,47.52173913043478,62.0,745.695652173913,0.0,0.0,3.0,4.0,1.0,4.0,0.0,12.0,Orthodox,170.18,177.8,155.0,35.0,1
960,Gary Ritter,3,0.0,2.0,0.0,6.833333333333332,4.333333333333333,47.66666666666666,18.5,2.5,1.6666666666666667,48.0,17.0,0.0,4.666666666666667,4.166666666666667,2.0,0.0,57.0,24.5,0.38,4.833333333333333,1.1666666666666667,0.33,75.0,39.16666666666666,2.0,3.0,8.5,6.333333333333332,51.5,24.0,0.16666666666666666,0.16666666666666666,31.5,9.333333333333334,0.0,11.833333333333336,9.0,1.0,0.16666666666666666,60.16666666666666,30.5,0.4016666666666666,1.0,0.5,0.19333333333333336,71.0,40.16666666666666,14.0,634.1666666666666,0.0,0.0,0.0,1.0,0.0,2.0,0.0,3.0,Orthodox,182.88,185.42,170.0,27.0,1
971,Neil Swailes,3,0.0,0.0,0.0,6.5,4.3,45.41666666666666,15.75,7.5,5.0,49.75,18.33333333333333,0.16666666666666666,4.75,3.875,1.0,0.0,63.5,28.5,0.4575,2.333333333333333,1.0,0.32333333333333336,89.0,48.42857142857143,0.0,0.0,6.0,3.8333333333333335,44.73913043478261,14.571428571428573,4.75,3.0,46.22222222222222,14.666666666666664,0.0,4.833333333333333,3.75,0.6666666666666666,0.0,60.0,24.4,0.4083333333333334,2.3846153846153846,0.7777777777777778,0.2222222222222222,82.14285714285714,42.54545454545455,0.0,616.5454545454545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,175.26,180.34,125.0,20.0,1
973,Marc Goddard,5,0.0,6.0,0.0,6.727272727272728,5.2727272727272725,18.363636363636363,5.636363636363638,20.454545454545453,14.090909090909092,41.0,21.545454545454547,0.18181818181818185,0.7272727272727273,0.5454545454545454,1.2727272727272727,0.09090909090909093,45.54545454545455,25.0,0.5763636363636363,1.0909090909090908,0.3636363636363637,0.2572727272727273,49.45454545454545,28.45454545454545,6.0,2.0,2.363636363636364,1.5454545454545454,10.818181818181818,4.090909090909091,5.090909090909091,3.636363636363636,11.454545454545455,4.363636363636363,0.09090909090909093,2.636363636363636,2.1818181818181817,1.9090909090909087,0.09090909090909093,18.272727272727273,9.272727272727273,0.5509090909090909,4.727272727272728,2.0,0.2736363636363637,44.18181818181818,32.36363636363637,21.0,452.1818181818182,0.0,0.0,1.0,0.0,8.0,0.0,0.0,9.0,Orthodox,190.5,200.66,260.0,32.0,1
980,Neil Swailes,3,0.0,0.0,0.0,6.5,4.3,45.41666666666666,15.75,7.5,5.0,49.75,18.33333333333333,0.16666666666666666,4.75,3.875,1.0,0.0,63.5,28.5,0.4575,2.333333333333333,1.0,0.32333333333333336,89.0,48.42857142857143,0.0,0.0,6.0,3.8333333333333335,44.73913043478261,14.571428571428573,4.75,3.0,46.22222222222222,14.666666666666664,0.0,4.833333333333333,3.75,0.6666666666666666,0.0,60.0,24.4,0.4083333333333334,2.3846153846153846,0.7777777777777778,0.2222222222222222,82.14285714285714,42.54545454545455,0.0,616.5454545454545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,180.34,182.88,170.0,29.0,1
984,John McCarthy,5,0.0,1.0,0.0,2.7777777777777777,1.8888888888888888,129.88888888888889,49.0,9.111111111111109,5.666666666666668,121.88888888888887,42.555555555555564,0.3333333333333333,9.333333333333334,7.777777777777778,1.2222222222222223,0.0,141.77777777777774,56.555555555555564,0.4033333333333333,1.8888888888888888,1.3333333333333333,0.2644444444444444,155.11111111111111,68.8888888888889,7.0,1.0,6.777777777777778,4.777777777777779,134.88888888888889,36.66666666666666,6.222222222222222,3.333333333333333,112.55555555555556,23.555555555555557,0.1111111111111111,19.33333333333333,12.555555555555555,0.1111111111111111,0.0,147.88888888888889,44.77777777777778,0.3788888888888889,7.111111111111112,0.6666666666666666,0.11222222222222222,170.33333333333334,63.66666666666666,36.0,1148.0,9.0,0.0,0.0,6.0,2.0,0.0,0.0,8.0,Orthodox,170.18,177.8,145.0,30.0,1
