,no_of_rounds,B_current_lose_streak,B_current_win_streak,B_draw,B_avg_BODY_att,B_avg_BODY_landed,B_avg_CLINCH_att,B_avg_CLINCH_landed,B_avg_DISTANCE_att,B_avg_DISTANCE_landed,B_avg_HEAD_att,B_avg_HEAD_landed,B_avg_KD,B_avg_LEG_att,B_avg_LEG_landed,B_avg_PASS,B_avg_SUB_ATT,B_avg_TD_att,B_avg_TD_landed,B_avg_TD_pct,B_longest_win_streak,B_losses,B_avg_opp_BODY_att,B_avg_opp_BODY_landed,B_avg_opp_CLINCH_att,B_avg_opp_CLINCH_landed,B_avg_opp_DISTANCE_att,B_avg_opp_DISTANCE_landed,B_avg_opp_HEAD_att,B_avg_opp_HEAD_landed,B_avg_opp_KD,B_avg_opp_LEG_att,B_avg_opp_LEG_landed,B_avg_opp_PASS,B_avg_opp_SUB_ATT,B_avg_opp_TD_att,B_avg_opp_TD_landed,B_avg_opp_TD_pct,B_total_rounds_fought,B_total_time_fought(seconds),B_total_title_bouts,B_win_by_Decision_Majority,B_win_by_Decision_Split,B_win_by_Decision_Unanimous,B_win_by_KO/TKO,B_win_by_Submission,B_win_by_TKO_Doctor_Stoppage,B_wins,B_Height_cms,B_Weight_lbs,B_age,Gender
885,3,3.0,0.0,0.0,6.047619047619048,3.9047619047619047,9.095238095238095,5.3809523809523805,55.33333333333334,16.38095238095238,67.04761904761905,22.619047619047624,0.19047619047619047,2.333333333333333,1.8571428571428568,1.7142857142857142,0.0,5.523809523809524,2.4285714285714284,0.3538095238095238,5.0,7.0,11.523809523809526,7.238095238095237,13.38095238095238,7.904761904761906,75.0,22.761904761904763,72.14285714285714,19.80952380952381,0.2380952380952381,6.095238095238094,4.571428571428571,0.2380952380952381,0.4761904761904762,2.4761904761904763,0.6666666666666666,0.21285714285714288,58.0,779.190476190476,4.0,1.0,4.0,3.0,6.0,0.0,0.0,14.0,182.88,205.0,37.0,1
888,3,0.0,2.0,0.0,9.0,7.333333333333332,16.666666666666668,10.0,22.33333333333333,10.0,30.66666666666667,13.0,0.0,3.6666666666666665,3.0,0.3333333333333333,0.6666666666666666,6.666666666666668,1.6666666666666667,0.17666666666666667,2.0,1.0,7.0,4.333333333333333,7.666666666666668,4.666666666666667,37.0,9.333333333333334,32.666666666666664,5.333333333333333,0.0,5.333333333333333,4.333333333333333,1.6666666666666667,0.6666666666666666,4.666666666666667,1.3333333333333333,0.5333333333333333,5.0,424.33333333333326,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,157.48000000000005,125.0,31.0,1
891,3,0.0,0.0,0.0,6.9230769230769225,4.823529411764706,6.333333333333332,4.2,44.0,15.0,48.66666666666666,17.576923076923073,0.125,4.454545454545454,3.583333333333333,1.0,0.3333333333333333,2.0,1.0,0.3,0.0,0.0,6.8,4.5,5.875,3.6666666666666665,43.14285714285715,14.384615384615385,46.125,14.8,0.0,4.75,3.7222222222222223,0.6666666666666666,0.25,2.375,0.8461538461538461,0.2371428571428572,0.0,606.3333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,167.64,125.0,31.0,1
893,5,0.0,13.0,0.0,18.352941176470583,13.588235294117649,16.705882352941178,11.705882352941178,74.58823529411767,36.29411764705883,69.82352941176471,31.823529411764714,0.2352941176470588,19.823529411764707,14.647058823529413,1.5294117647058822,0.5882352941176471,4.0588235294117645,2.117647058823529,0.6105882352941175,13.0,1.0,14.117647058823529,7.529411764705883,14.294117647058822,7.1764705882352935,68.05882352941177,20.705882352941178,60.764705882352935,14.941176470588234,0.0,8.117647058823529,5.764705882352941,0.0,0.05882352941176471,2.176470588235294,0.1176470588235294,0.014117647058823528,52.0,847.7647058823529,10.0,0.0,0.0,7.0,4.0,5.0,0.0,16.0,193.04,205.0,30.0,1
894,5,0.0,7.0,0.0,4.52,3.2,4.32,2.64,27.92,7.76,40.6,16.72,0.04,1.84,1.44,3.56,0.96,7.56,2.4,0.4052,7.0,6.0,5.12,2.92,2.52,1.52,42.28,14.12,39.8,11.92,0.08,6.32,4.84,0.56,0.24,1.28,0.44,0.1464,65.0,709.36,1.0,0.0,1.0,8.0,1.0,9.0,0.0,19.0,185.42,170.0,39.0,1
898,3,0.0,4.0,0.0,8.2,5.4,3.8,2.2,113.8,36.8,112.0,37.2,0.2,11.0,8.0,0.8,2.4,4.2,1.8,0.46,4.0,1.0,5.4,2.8,1.0,0.2,64.8,29.4,60.4,27.4,0.0,6.0,4.2,1.2,0.0,4.8,2.2,0.262,14.0,780.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,177.8,145.0,25.0,1
899,3,0.0,1.0,0.0,19.08333333333333,10.416666666666666,9.833333333333334,5.75,142.0,46.58333333333334,121.0,32.166666666666664,0.3333333333333333,14.75,11.166666666666664,0.6666666666666666,0.25,3.333333333333333,1.4166666666666667,0.24750000000000005,7.0,3.0,14.583333333333336,9.833333333333334,8.0,5.25,121.91666666666669,45.0,109.08333333333331,35.083333333333336,0.16666666666666666,9.166666666666666,7.25,0.16666666666666666,0.16666666666666666,2.75,0.0,0.0,37.0,846.4166666666665,6.0,0.0,0.0,4.0,2.0,3.0,0.0,9.0,167.64,135.0,30.0,1
907,3,1.0,0.0,0.0,8.7,5.4,6.7,4.9,87.8,38.0,75.8,28.4,0.3,13.6,11.7,0.4,0.0,2.1,0.5,0.225,2.0,5.0,15.4,10.8,6.5,4.4,126.7,59.1,112.4,47.8,0.4,6.1,5.3,0.1,0.2,2.9,0.5,0.091,25.0,620.9,0.0,0.0,1.0,0.0,4.0,0.0,0.0,5.0,190.5,205.0,31.0,1
908,3,0.0,1.0,0.0,9.5,7.5,8.5,5.333333333333333,75.0,36.333333333333336,67.33333333333333,28.66666666666667,0.5,6.666666666666668,5.5,0.0,0.0,0.0,0.0,0.0,4.0,1.0,5.333333333333333,2.5,2.6666666666666665,1.8333333333333333,82.33333333333333,26.66666666666667,75.0,23.16666666666667,0.3333333333333333,5.166666666666667,3.1666666666666665,0.3333333333333333,0.0,3.333333333333333,0.6666666666666666,0.28,10.0,386.83333333333326,0.0,0.0,0.0,1.0,4.0,0.0,0.0,5.0,170.18,135.0,25.0,1
909,3,0.0,2.0,0.0,16.666666666666668,12.333333333333336,23.66666666666667,17.333333333333332,105.0,34.666666666666664,110.0,37.0,0.0,5.666666666666668,5.0,1.3333333333333333,1.0,2.0,0.3333333333333333,0.3333333333333333,2.0,1.0,11.666666666666664,7.0,13.333333333333336,8.666666666666666,82.0,21.66666666666667,81.33333333333333,21.0,0.0,7.666666666666668,5.666666666666668,2.333333333333333,0.3333333333333333,7.666666666666668,4.666666666666667,0.6166666666666667,9.0,861.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,180.34,170.0,30.0,1
917,3,2.0,0.0,0.0,6.5,3.8333333333333335,7.166666666666668,5.833333333333332,23.0,10.333333333333334,20.83333333333333,8.333333333333334,0.16666666666666666,7.833333333333332,6.833333333333332,2.333333333333333,0.6666666666666666,3.1666666666666665,1.8333333333333333,0.5016666666666666,4.0,2.0,5.666666666666668,4.333333333333333,7.333333333333332,5.0,24.83333333333333,9.0,28.0,11.5,0.0,4.666666666666667,4.0,2.0,0.3333333333333333,4.0,1.6666666666666667,0.2766666666666667,14.0,657.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,4.0,177.8,155.0,29.0,1
925,3,1.0,0.0,0.0,6.5,2.6666666666666665,8.833333333333334,5.166666666666667,90.5,31.83333333333333,96.0,36.66666666666666,0.3333333333333333,6.333333333333332,4.333333333333333,0.3333333333333333,1.6666666666666667,2.6666666666666665,0.8333333333333334,0.2883333333333333,2.0,3.0,12.166666666666664,9.0,10.666666666666666,7.5,87.16666666666669,28.0,93.0,26.66666666666667,0.3333333333333333,5.833333333333332,5.666666666666668,4.0,1.0,8.5,3.8333333333333335,0.535,17.0,842.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,3.0,162.56,125.0,37.0,1
928,3,0.0,1.0,0.0,5.666666666666668,3.6666666666666665,5.666666666666668,2.0,137.33333333333334,46.66666666666666,111.33333333333331,27.33333333333333,0.0,29.0,20.0,0.6666666666666666,0.0,2.0,0.6666666666666666,0.2766666666666667,1.0,2.0,11.666666666666664,7.333333333333332,4.333333333333333,2.0,109.66666666666669,42.333333333333336,96.33333333333331,32.666666666666664,0.3333333333333333,12.666666666666664,9.333333333333334,0.6666666666666666,0.0,1.3333333333333333,0.3333333333333333,0.11,8.0,732.3333333333335,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,175.26,135.0,26.0,1
930,5,0.0,7.0,0.0,7.454545454545454,5.0,8.727272727272727,5.181818181818182,105.9090909090909,41.36363636363637,107.1818181818182,39.90909090909091,0.7272727272727273,8.454545454545455,7.090909090909091,0.8181818181818182,0.0,0.5454545454545454,0.3636363636363637,0.2727272727272727,7.0,2.0,14.818181818181818,7.636363636363638,7.1818181818181825,4.818181818181818,97.63636363636364,32.72727272727273,79.54545454545455,21.727272727272727,0.18181818181818185,12.0,9.363636363636363,0.18181818181818185,0.09090909090909093,3.1818181818181817,0.2727272727272727,0.05909090909090909,25.0,602.3636363636364,1.0,0.0,0.0,4.0,5.0,0.0,0.0,9.0,182.88,185.0,26.0,1
931,3,0.0,1.0,0.0,16.727272727272727,14.181818181818182,10.636363636363637,8.727272727272727,24.63636363636364,17.272727272727273,24.45454545454545,15.363636363636365,0.7272727272727273,6.545454545454546,6.0,0.2727272727272727,0.09090909090909093,0.9090909090909092,0.2727272727272727,0.2272727272727273,4.0,4.0,4.545454545454546,3.272727272727273,5.363636363636363,3.4545454545454546,29.818181818181817,10.818181818181818,30.363636363636363,11.545454545454545,0.3636363636363637,2.8181818181818183,1.4545454545454546,0.09090909090909093,0.09090909090909093,0.9090909090909092,0.18181818181818185,0.12090909090909092,21.0,467.0,1.0,0.0,0.0,2.0,5.0,0.0,0.0,7.0,193.04,265.0,37.0,1
934,3,0.0,2.0,0.0,11.666666666666664,5.666666666666668,5.0,2.0,122.0,42.66666666666666,102.33333333333331,28.66666666666667,0.6666666666666666,14.666666666666664,11.666666666666664,0.6666666666666666,0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,2.0,1.0,21.66666666666667,14.666666666666664,7.666666666666668,3.6666666666666665,114.33333333333331,39.66666666666666,100.66666666666669,27.0,0.0,3.0,2.333333333333333,0.0,0.0,4.0,1.0,0.16666666666666666,9.0,851.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,170.18,135.0,32.0,1
942,4,1.0,0.0,0.0,1.0,1.0,4.0,3.0,2.0,0.0,11.0,2.0,0.0,1.0,1.0,0.0,0.0,3.0,1.0,0.33,0.0,1.0,1.0,1.0,3.0,3.0,2.0,0.0,5.0,2.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,238.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182.88,170.0,34.0,1
943,3,0.0,0.0,0.0,6.9230769230769225,4.823529411764706,6.333333333333332,4.2,44.0,15.0,48.66666666666666,17.576923076923073,0.125,4.454545454545454,3.583333333333333,1.0,0.3333333333333333,2.0,1.0,0.3,0.0,0.0,6.8,4.5,5.875,3.6666666666666665,43.14285714285715,14.384615384615385,46.125,14.8,0.0,4.75,3.7222222222222223,0.6666666666666666,0.25,2.375,0.8461538461538461,0.2371428571428572,0.0,606.3333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,187.96,205.0,30.0,1
947,3,0.0,0.0,0.0,6.9230769230769225,4.823529411764706,6.333333333333332,4.2,44.0,15.0,48.66666666666666,17.576923076923073,0.125,4.454545454545454,3.583333333333333,1.0,0.3333333333333333,2.0,1.0,0.3,0.0,0.0,6.8,4.5,5.875,3.6666666666666665,43.14285714285715,14.384615384615385,46.125,14.8,0.0,4.75,3.7222222222222223,0.6666666666666666,0.25,2.375,0.8461538461538461,0.2371428571428572,0.0,606.3333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,177.8,170.0,30.0,1
950,3,1.0,0.0,0.0,13.75,8.0,4.5,1.75,82.0,39.25,67.5,27.0,1.25,9.5,9.0,0.5,0.0,1.5,0.0,0.0,2.0,2.0,10.0,6.25,7.25,4.75,92.25,35.5,79.25,26.25,0.0,12.0,8.75,0.75,0.0,1.75,1.0,0.6,9.0,571.5,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,170.18,135.0,25.0,1
952,3,0.0,1.0,0.0,5.315789473684211,3.842105263157895,15.473684210526313,10.947368421052632,76.10526315789474,29.894736842105264,79.42105263157895,30.105263157894736,0.3157894736842105,12.052631578947368,10.68421052631579,1.0526315789473684,0.3157894736842105,6.2105263157894735,3.2105263157894735,0.3257894736842106,6.0,6.0,15.947368421052632,11.421052631578947,14.157894736842106,9.263157894736842,84.10526315789474,33.94736842105263,80.21052631578948,30.315789473684212,0.05263157894736842,6.052631578947367,5.052631578947368,0.15789473684210525,0.21052631578947367,2.1052631578947367,0.6842105263157895,0.1857894736842105,52.0,749.1052631578948,3.0,1.0,2.0,5.0,5.0,0.0,0.0,13.0,175.26,185.0,33.0,1
955,3,2.0,0.0,0.0,9.95,5.45,6.05,2.3,107.4,31.7,94.6,21.75,0.35,15.35,11.1,1.6,0.25,1.95,0.65,0.28250000000000003,4.0,9.0,7.9,4.45,3.65,2.0,69.1,21.15,62.0,16.25,0.35,10.3,6.35,1.45,0.5,3.0,1.05,0.34600000000000003,47.0,627.95,0.0,0.0,0.0,6.0,3.0,2.0,0.0,11.0,167.64,145.0,38.0,1
956,3,0.0,1.0,0.0,3.7142857142857135,3.4285714285714284,6.142857142857142,4.857142857142857,37.42857142857143,10.285714285714286,40.0,11.714285714285715,0.2857142857142857,4.0,3.2857142857142856,0.7142857142857143,0.8571428571428571,0.5714285714285714,0.2857142857142857,0.07142857142857142,2.0,3.0,8.0,5.428571428571429,8.0,6.0,25.42857142857143,8.857142857142858,29.857142857142854,13.571428571428573,0.42857142857142855,5.571428571428571,3.7142857142857135,0.42857142857142855,0.2857142857142857,5.285714285714286,0.7142857142857143,0.09000000000000001,13.0,453.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,4.0,177.8,155.0,28.0,1
960,3,1.0,0.0,0.0,16.6,10.0,6.0,3.6,86.8,28.4,84.6,27.2,0.4,9.2,7.0,2.8,0.0,3.8,1.8,0.306,4.0,1.0,8.2,4.0,4.2,2.2,58.2,22.4,45.2,12.2,0.0,10.8,9.6,1.8,0.6,4.0,1.0,0.2,14.0,770.6,0.0,0.0,0.0,2.0,1.0,1.0,0.0,4.0,177.8,155.0,27.0,1
971,3,0.0,0.0,0.0,6.9230769230769225,4.823529411764706,6.333333333333332,4.2,44.0,15.0,48.66666666666666,17.576923076923073,0.125,4.454545454545454,3.583333333333333,1.0,0.3333333333333333,2.0,1.0,0.3,0.0,0.0,6.8,4.5,5.875,3.6666666666666665,43.14285714285715,14.384615384615385,46.125,14.8,0.0,4.75,3.7222222222222223,0.6666666666666666,0.25,2.375,0.8461538461538461,0.2371428571428572,0.0,606.3333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165.1,125.0,20.0,1
973,5,2.0,0.0,0.0,2.7857142857142856,2.0,2.5,1.7857142857142858,55.42857142857143,22.642857142857146,55.78571428571429,23.07142857142857,0.5714285714285714,2.9285714285714284,2.142857142857143,0.5714285714285714,0.07142857142857142,0.9285714285714286,0.5,0.24285714285714285,4.0,7.0,7.7857142857142865,6.2142857142857135,5.571428571428571,3.7142857142857135,48.07142857142857,21.785714285714285,54.28571428571429,25.357142857142854,0.35714285714285715,4.785714285714286,4.0,1.5,0.21428571428571427,3.8571428571428568,1.0714285714285714,0.2,35.0,632.6428571428571,1.0,0.0,0.0,1.0,6.0,0.0,0.0,7.0,177.8,265.0,43.0,1
980,3,2.0,0.0,0.0,7.5,4.5,15.75,9.0,26.0,8.75,42.5,18.5,0.5,0.75,0.75,0.5,0.0,4.75,2.5,0.355,1.0,3.0,13.5,9.25,21.0,13.0,32.0,11.5,40.5,16.25,0.25,1.75,1.5,0.5,0.25,4.5,1.0,0.065,10.0,617.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,177.8,170.0,29.0,1
984,5,0.0,10.0,0.0,21.6875,15.3125,12.375,8.75,132.4375,51.75,123.5625,45.5,0.4375,7.0,5.375,0.875,0.4375,0.3125,0.25,0.1875,10.0,3.0,14.9375,6.9375,6.3125,3.5625,123.1875,38.125,103.5,24.9375,0.0,14.75,11.8125,0.75,0.1875,5.9375,1.0,0.166875,40.0,700.1875,1.0,0.0,1.0,4.0,6.0,2.0,0.0,13.0,180.34,155.0,25.0,1
986,3,1.0,0.0,0.0,6.0,4.3478260869565215,6.086956521739131,4.217391304347826,31.52173913043478,13.826086956521738,34.04347826086956,14.391304347826088,0.4782608695652174,5.956521739130435,4.826086956521738,1.0,0.6086956521739131,2.260869565217391,1.391304347826087,0.4543478260869565,4.0,10.0,4.173913043478262,2.782608695652174,3.695652173913044,1.9565217391304348,36.78260869565217,12.91304347826087,35.95652173913044,11.608695652173912,0.3043478260869565,4.695652173913044,3.5217391304347827,0.7391304347826086,0.3043478260869565,2.391304347826087,0.6521739130434783,0.1965217391304348,48.0,545.8695652173913,1.0,0.0,0.0,4.0,6.0,3.0,0.0,13.0,182.88,185.0,38.0,1
993,3,1.0,0.0,0.0,8.0,5.0,2.0,1.0,128.0,44.0,113.0,31.0,1.0,14.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,20.0,8.0,8.0,5.0,164.0,65.0,135.0,48.0,0.0,17.0,14.0,0.0,0.0,3.0,0.0,0.0,3.0,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,177.8,170.0,33.0,1
994,5,0.0,1.0,0.0,6.666666666666668,4.083333333333333,7.75,3.9166666666666665,47.5,17.083333333333332,67.5,29.58333333333333,0.3333333333333333,0.16666666666666666,0.16666666666666666,2.9166666666666665,0.4166666666666667,2.6666666666666665,1.5,0.3583333333333333,5.0,3.0,6.416666666666668,5.416666666666668,9.833333333333334,6.25,58.33333333333334,21.33333333333333,62.08333333333334,22.08333333333333,0.08333333333333333,3.583333333333333,3.25,0.8333333333333334,0.25,3.25,1.3333333333333333,0.13833333333333336,26.0,544.0833333333334,1.0,0.0,0.0,2.0,3.0,3.0,1.0,9.0,187.96,205.0,37.0,1
999,3,1.0,0.0,0.0,11.333333333333336,7.333333333333332,3.6666666666666665,1.6666666666666667,83.33333333333333,36.0,66.33333333333333,22.33333333333333,0.3333333333333333,10.333333333333334,9.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,11.0,8.666666666666666,9.0,5.333333333333333,62.66666666666666,29.33333333333333,57.0,23.0,0.3333333333333333,5.666666666666668,4.666666666666667,2.333333333333333,0.6666666666666666,3.0,1.3333333333333333,0.5,6.0,528.3333333333334,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,193.04,185.0,27.0,1
1000,3,0.0,2.0,0.0,6.0,2.0,1.3333333333333333,0.6666666666666666,17.666666666666668,5.666666666666668,14.333333333333336,5.333333333333333,0.0,1.3333333333333333,1.3333333333333333,3.333333333333333,1.0,4.333333333333333,2.333333333333333,0.6466666666666666,2.0,1.0,5.0,4.0,7.666666666666668,4.666666666666667,24.66666666666667,9.666666666666666,26.66666666666667,9.0,0.0,5.333333333333333,4.666666666666667,4.333333333333333,1.0,1.3333333333333333,1.3333333333333333,0.6666666666666666,7.0,604.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,165.1,135.0,27.0,1
1001,3,2.0,0.0,0.0,9.555555555555557,7.0555555555555545,9.555555555555557,6.666666666666668,87.0,36.22222222222222,74.94444444444444,25.777777777777782,0.05555555555555555,13.388888888888891,11.055555555555555,0.3888888888888889,0.3333333333333333,1.1666666666666667,0.2222222222222222,0.09722222222222222,4.0,9.0,11.722222222222221,6.777777777777778,10.055555555555557,7.0555555555555545,66.44444444444444,24.277777777777782,59.27777777777778,19.11111111111111,0.05555555555555555,10.166666666666666,8.833333333333334,1.6666666666666667,0.3333333333333333,4.222222222222221,1.7222222222222223,0.4094444444444444,46.0,697.1111111111112,0.0,0.0,2.0,4.0,1.0,1.0,1.0,9.0,187.96,185.0,30.0,1
1017,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,4.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,67.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,180.34,205.0,30.0,1
1021,3,0.0,2.0,0.0,9.7,5.3,2.9,2.0,112.0,30.4,109.2,28.8,0.6,2.3,1.9,0.3,0.0,1.0,0.2,0.133,2.0,5.0,14.1,7.2,4.0,3.1,103.4,36.5,86.3,25.4,0.2,12.6,9.5,0.1,0.0,4.1,0.3,0.043,23.0,621.6,1.0,0.0,1.0,0.0,4.0,0.0,0.0,5.0,170.18,135.0,32.0,1
1022,3,0.0,1.0,0.0,8.0,4.6,2.6,1.2,61.6,22.4,53.2,16.8,0.2,10.6,8.4,1.4,0.6,0.8,0.4,0.266,3.0,1.0,12.6,6.2,2.0,0.6,54.2,18.2,39.2,8.2,0.0,5.8,5.2,1.2,0.2,3.2,1.0,0.124,12.0,649.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,4.0,177.8,155.0,27.0,1
1026,3,1.0,0.0,0.0,3.0,1.0,1.0,0.0,27.0,14.0,22.0,10.0,0.0,6.0,5.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,5.0,5.0,2.0,2.0,19.0,10.0,43.0,32.0,0.0,2.0,1.0,8.0,1.0,6.0,5.0,0.83,2.0,557.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,185.42,155.0,31.0,1
1029,3,1.0,0.0,0.0,6.428571428571429,4.428571428571429,7.142857142857142,4.285714285714286,74.71428571428571,25.0,70.57142857142857,21.142857142857142,0.2857142857142857,6.571428571428571,5.0,0.14285714285714285,1.1428571428571428,0.0,0.0,0.0,2.0,3.0,14.142857142857142,7.428571428571429,11.571428571428573,7.0,69.42857142857143,23.285714285714285,63.14285714285714,20.285714285714285,0.42857142857142855,7.857142857142858,5.0,0.42857142857142855,0.2857142857142857,3.8571428571428568,1.1428571428571428,0.18,14.0,530.7142857142857,0.0,0.0,0.0,1.0,2.0,1.0,0.0,4.0,177.8,155.0,31.0,1
1035,3,0.0,1.0,0.0,3.611111111111111,2.4444444444444446,8.11111111111111,4.277777777777779,50.66666666666666,16.11111111111111,55.33333333333334,17.944444444444443,0.5,2.6666666666666665,2.2222222222222223,0.6666666666666666,0.05555555555555555,2.555555555555556,0.8333333333333334,0.15333333333333332,3.0,9.0,14.388888888888891,11.555555555555555,18.277777777777782,13.444444444444445,71.16666666666667,33.611111111111114,70.55555555555556,31.277777777777782,0.1111111111111111,5.5,5.111111111111111,0.3888888888888889,0.0,1.7222222222222223,0.6111111111111112,0.10944444444444444,42.0,625.1666666666666,1.0,0.0,0.0,1.0,8.0,0.0,0.0,9.0,182.88,263.0,40.0,1
1036,3,0.0,0.0,0.0,6.9230769230769225,4.823529411764706,6.333333333333332,4.2,44.0,15.0,48.66666666666666,17.576923076923073,0.125,4.454545454545454,3.583333333333333,1.0,0.3333333333333333,2.0,1.0,0.3,0.0,0.0,6.8,4.5,5.875,3.6666666666666665,43.14285714285715,14.384615384615385,46.125,14.8,0.0,4.75,3.7222222222222223,0.6666666666666666,0.25,2.375,0.8461538461538461,0.2371428571428572,0.0,606.3333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.18,135.0,23.0,1
1037,3,1.0,0.0,0.0,29.6,18.0,10.8,8.6,106.4,51.4,78.8,33.8,1.0,15.2,12.4,0.6,0.2,1.2,0.8,0.4,4.0,1.0,20.0,11.6,15.2,10.0,76.6,29.8,53.8,12.6,0.0,18.4,15.6,0.8,0.2,4.4,0.6,0.104,15.0,899.4,0.0,0.0,0.0,3.0,1.0,0.0,0.0,4.0,175.26,155.0,32.0,1
1038,3,4.0,0.0,0.0,16.571428571428573,9.714285714285714,12.714285714285715,9.0,85.14285714285714,30.57142857142857,92.71428571428572,35.714285714285715,0.14285714285714285,8.142857142857142,6.2857142857142865,2.7142857142857144,1.2857142857142858,5.428571428571429,3.2857142857142856,0.6428571428571429,2.0,5.0,9.285714285714286,6.571428571428571,6.2857142857142865,3.1428571428571432,85.57142857142857,28.714285714285715,80.28571428571429,23.142857142857146,0.0,6.428571428571429,5.285714285714286,3.2857142857142856,0.5714285714285714,3.8571428571428568,2.0,0.2857142857142857,21.0,892.5714285714287,1.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,170.18,135.0,30.0,1
1039,3,0.0,1.0,0.0,4.5,3.0,10.0,6.5,62.5,20.0,60.5,19.0,0.0,8.5,4.5,0.5,0.0,4.5,2.0,0.22,1.0,1.0,13.0,6.5,9.0,6.5,63.0,18.0,52.5,12.0,1.0,8.0,7.0,0.0,0.0,2.0,0.0,0.0,4.0,579.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,167.64,135.0,34.0,1
1040,3,0.0,1.0,0.0,14.5,9.25,10.75,5.0,72.0,26.5,64.0,19.0,0.5,6.75,4.5,1.5,0.25,2.25,0.75,0.215,1.0,2.0,5.5,4.25,8.75,6.0,46.5,17.0,50.75,19.75,0.0,4.0,2.25,0.5,0.0,3.75,1.25,0.27,8.0,493.75,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,190.5,205.0,28.0,1
1042,3,0.0,1.0,0.0,8.5,6.0,6.0,4.0,52.5,10.0,58.5,16.5,0.0,2.5,1.5,4.0,0.0,3.0,2.0,0.8,1.0,1.0,7.5,4.5,6.0,3.5,39.0,9.0,39.0,8.0,0.0,1.5,1.0,0.0,0.5,4.0,1.5,0.185,4.0,533.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,177.8,170.0,38.0,1
1044,5,0.0,3.0,0.0,3.7222222222222223,2.7222222222222223,4.5555555555555545,3.1666666666666665,29.444444444444446,11.222222222222221,34.5,13.833333333333336,0.7222222222222222,4.222222222222221,3.388888888888889,0.5555555555555556,0.2777777777777778,1.6666666666666667,1.0,0.2711111111111111,3.0,5.0,3.111111111111111,1.3333333333333333,2.333333333333333,1.3333333333333333,22.38888888888889,6.166666666666668,20.83333333333333,5.777777777777778,0.0,3.9444444444444446,2.833333333333333,0.5555555555555556,0.6666666666666666,1.6111111111111112,0.3333333333333333,0.07611111111111113,31.0,362.33333333333326,1.0,0.0,0.0,2.0,11.0,0.0,0.0,13.0,187.96,205.0,33.0,1
1045,3,0.0,4.0,0.0,5.727272727272728,3.9090909090909087,5.8181818181818175,3.4545454545454546,55.81818181818182,24.63636363636364,62.09090909090909,27.09090909090909,0.18181818181818185,7.727272727272727,6.8181818181818175,2.0,0.2727272727272727,1.4545454545454546,0.8181818181818182,0.3409090909090909,4.0,3.0,5.0,2.1818181818181817,1.0909090909090908,0.6363636363636364,40.0,10.545454545454543,34.36363636363637,7.909090909090909,0.09090909090909093,5.454545454545454,3.9090909090909087,0.8181818181818182,0.18181818181818185,2.9090909090909087,0.5454545454545454,0.11181818181818183,25.0,610.3636363636364,0.0,0.0,0.0,3.0,4.0,1.0,0.0,8.0,187.96,185.0,31.0,1
