,R_fighter,B_fighter,Referee,date,location,Winner,title_bout,weight_class,no_of_rounds,B_current_lose_streak,B_current_win_streak,B_draw,B_avg_BODY_att,B_avg_BODY_landed,B_avg_CLINCH_att,B_avg_CLINCH_landed,B_avg_DISTANCE_att,B_avg_DISTANCE_landed,B_avg_GROUND_att,B_avg_GROUND_landed,B_avg_HEAD_att,B_avg_HEAD_landed,B_avg_KD,B_avg_LEG_att,B_avg_LEG_landed,B_avg_PASS,B_avg_REV,B_avg_SIG_STR_att,B_avg_SIG_STR_landed,B_avg_SIG_STR_pct,B_avg_SUB_ATT,B_avg_TD_att,B_avg_TD_landed,B_avg_TD_pct,B_avg_TOTAL_STR_att,B_avg_TOTAL_STR_landed,B_longest_win_streak,B_losses,B_avg_opp_BODY_att,B_avg_opp_BODY_landed,B_avg_opp_CLINCH_att,B_avg_opp_CLINCH_landed,B_avg_opp_DISTANCE_att,B_avg_opp_DISTANCE_landed,B_avg_opp_GROUND_att,B_avg_opp_GROUND_landed,B_avg_opp_HEAD_att,B_avg_opp_HEAD_landed,B_avg_opp_KD,B_avg_opp_LEG_att,B_avg_opp_LEG_landed,B_avg_opp_PASS,B_avg_opp_REV,B_avg_opp_SIG_STR_att,B_avg_opp_SIG_STR_landed,B_avg_opp_SIG_STR_pct,B_avg_opp_SUB_ATT,B_avg_opp_TD_att,B_avg_opp_TD_landed,B_avg_opp_TD_pct,B_avg_opp_TOTAL_STR_att,B_avg_opp_TOTAL_STR_landed,B_total_rounds_fought,B_total_time_fought(seconds),B_total_title_bouts,B_win_by_Decision_Majority,B_win_by_Decision_Split,B_win_by_Decision_Unanimous,B_win_by_KO/TKO,B_win_by_Submission,B_win_by_TKO_Doctor_Stoppage,B_wins,B_Stance,B_Height_cms,B_Reach_cms,B_Weight_lbs,R_current_lose_streak,R_current_win_streak,R_draw,R_avg_BODY_att,R_avg_BODY_landed,R_avg_CLINCH_att,R_avg_CLINCH_landed,R_avg_DISTANCE_att,R_avg_DISTANCE_landed,R_avg_GROUND_att,R_avg_GROUND_landed,R_avg_HEAD_att,R_avg_HEAD_landed,R_avg_KD,R_avg_LEG_att,R_avg_LEG_landed,R_avg_PASS,R_avg_REV,R_avg_SIG_STR_att,R_avg_SIG_STR_landed,R_avg_SIG_STR_pct,R_avg_SUB_ATT,R_avg_TD_att,R_avg_TD_landed,R_avg_TD_pct,R_avg_TOTAL_STR_att,R_avg_TOTAL_STR_landed,R_longest_win_streak,R_losses,R_avg_opp_BODY_att,R_avg_opp_BODY_landed,R_avg_opp_CLINCH_att,R_avg_opp_CLINCH_landed,R_avg_opp_DISTANCE_att,R_avg_opp_DISTANCE_landed,R_avg_opp_GROUND_att,R_avg_opp_GROUND_landed,R_avg_opp_HEAD_att,R_avg_opp_HEAD_landed,R_avg_opp_KD,R_avg_opp_LEG_att,R_avg_opp_LEG_landed,R_avg_opp_PASS,R_avg_opp_REV,R_avg_opp_SIG_STR_att,R_avg_opp_SIG_STR_landed,R_avg_opp_SIG_STR_pct,R_avg_opp_SUB_ATT,R_avg_opp_TD_att,R_avg_opp_TD_landed,R_avg_opp_TD_pct,R_avg_opp_TOTAL_STR_att,R_avg_opp_TOTAL_STR_landed,R_total_rounds_fought,R_total_time_fought(seconds),R_total_title_bouts,R_win_by_Decision_Majority,R_win_by_Decision_Split,R_win_by_Decision_Unanimous,R_win_by_KO/TKO,R_win_by_Submission,R_win_by_TKO_Doctor_Stoppage,R_wins,R_Stance,R_Height_cms,R_Reach_cms,R_Weight_lbs,B_age,R_age,Gender
1520,Cub Swanson,Hacran Dias,Herb Dean,2016-04-16,"Tampa, Florida, USA",Red,False,Featherweight,3,0.0,2.0,0.0,5.8,4.2,4.8,3.8,46.8,19.0,6.2,4.6,45.2,17.2,0.0,6.8,6.0,2.6,0.0,57.8,27.4,0.47600000000000003,0.4,6.8,3.2,0.47200000000000003,97.8,63.2,2.0,2.0,10.2,7.0,12.4,9.4,58.6,17.4,9.2,6.8,61.0,19.0,0.2,9.0,7.6,2.8,0.2,80.2,33.6,0.42200000000000004,0.6,8.6,1.8,0.16399999999999998,106.4,58.0,15.0,900.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,3.0,Orthodox,172.72,175.26,155.0,2.0,0.0,0.0,9.111111111111109,6.0,2.4444444444444446,1.8888888888888888,90.88888888888887,36.77777777777778,6.888888888888888,4.5555555555555545,79.0,29.11111111111111,0.4444444444444444,12.111111111111109,8.11111111111111,0.5555555555555556,0.0,100.22222222222223,43.22222222222222,0.4366666666666667,0.1111111111111111,1.1111111111111112,0.6666666666666666,0.4444444444444444,111.66666666666669,53.33333333333334,6.0,3.0,13.444444444444445,9.444444444444443,3.888888888888889,2.0,110.0,33.44444444444444,15.666666666666664,10.333333333333334,104.44444444444444,28.66666666666667,0.0,11.666666666666664,7.666666666666668,2.333333333333333,0.1111111111111111,129.55555555555554,45.77777777777778,0.3411111111111111,0.6666666666666666,5.222222222222221,2.0,0.3055555555555556,163.33333333333334,73.8888888888889,26.0,785.5555555555555,0.0,0.0,0.0,2.0,4.0,0.0,0.0,6.0,Orthodox,172.72,177.8,145.0,31.0,32.0,1
1529,Derrick Lewis,Gabriel Gonzaga,Marc Goddard,2016-04-10,"Zagreb, Croatia",Red,False,Heavyweight,3,0.0,1.0,0.0,2.8095238095238093,1.9523809523809523,2.952380952380953,1.9523809523809523,20.857142857142858,7.428571428571429,6.809523809523809,4.333333333333333,23.904761904761905,8.714285714285714,0.3333333333333333,3.9047619047619047,3.0476190476190474,1.4761904761904765,0.0,30.619047619047624,13.714285714285715,0.5404761904761904,0.5238095238095238,2.7142857142857144,1.0952380952380951,0.4195238095238095,39.38095238095238,21.809523809523807,4.0,9.0,2.142857142857143,1.4761904761904765,5.666666666666668,3.952380952380953,30.04761904761905,8.666666666666666,6.238095238095237,4.238095238095238,38.095238095238095,14.047619047619047,0.2380952380952381,1.7142857142857142,1.3333333333333333,0.14285714285714285,0.047619047619047616,41.952380952380956,16.857142857142858,0.4147619047619047,0.0,0.7619047619047619,0.19047619047619047,0.061904761904761914,47.76190476190475,22.142857142857146,36.0,379.38095238095235,1.0,0.0,0.0,1.0,7.0,4.0,0.0,12.0,Orthodox,187.96,193.04,242.0,0.0,2.0,0.0,2.2857142857142856,2.0,4.0,3.2857142857142856,6.857142857142858,1.4285714285714286,23.714285714285715,15.714285714285715,31.857142857142854,18.285714285714285,0.0,0.42857142857142855,0.14285714285714285,1.7142857142857142,0.14285714285714285,34.57142857142857,20.428571428571427,0.5985714285714286,0.0,1.2857142857142858,0.42857142857142855,0.35714285714285715,38.857142857142854,24.0,2.0,2.0,2.2857142857142856,1.7142857142857142,1.8571428571428568,1.1428571428571428,4.857142857142857,2.4285714285714284,6.2857142857142865,4.571428571428571,9.428571428571429,5.285714285714286,0.14285714285714285,1.2857142857142858,1.1428571428571428,1.5714285714285714,0.14285714285714285,13.0,8.142857142857142,0.6142857142857142,0.14285714285714285,3.4285714285714284,1.4285714285714286,0.2557142857142857,33.42857142857143,26.285714285714285,11.0,310.2857142857143,0.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,Orthodox,190.5,200.66,260.0,36.0,31.0,1
1538,Rob Whiteford,Lucas Martins,Leon Roberts,2016-04-10,"Zagreb, Croatia",Blue,False,Featherweight,3,2.0,0.0,0.0,4.5,3.5,4.0,1.8333333333333333,62.66666666666666,21.66666666666667,1.1666666666666667,1.0,58.66666666666666,17.0,0.5,4.666666666666667,4.0,0.16666666666666666,0.0,67.83333333333333,24.5,0.36833333333333335,0.3333333333333333,0.16666666666666666,0.0,0.0,71.83333333333333,28.5,3.0,3.0,14.666666666666664,7.166666666666668,12.5,6.0,66.83333333333333,22.0,11.5,7.0,72.5,24.66666666666667,0.5,3.6666666666666665,3.1666666666666665,0.3333333333333333,0.0,90.83333333333331,35.0,0.4283333333333333,0.0,4.333333333333333,1.0,0.15833333333333333,118.5,57.83333333333334,13.0,466.5,0.0,0.0,0.0,0.0,2.0,1.0,0.0,3.0,Southpaw,182.88,182.88,145.0,1.0,0.0,0.0,6.25,4.25,4.5,3.0,36.5,15.5,3.5,2.5,36.0,14.75,0.25,2.25,2.0,1.25,0.25,44.5,21.0,0.4875,0.0,4.75,1.5,0.3375,60.25,35.0,2.0,2.0,4.0,2.75,2.25,1.0,37.5,9.75,12.75,9.25,45.5,14.25,0.0,3.0,3.0,2.75,0.0,52.5,20.0,0.5475,1.75,5.0,2.75,0.395,80.25,45.25,9.0,605.25,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,Southpaw,175.26,175.26,145.0,27.0,32.0,1
1541,Mark Hunt,Frank Mir,Marc Goddard,2016-03-19,"Brisbane, Queensland, Australia",Red,False,Heavyweight,5,1.0,0.0,0.0,4.538461538461538,3.9615384615384617,5.730769230769232,4.346153846153847,16.115384615384613,5.461538461538462,5.5,3.1923076923076925,20.5,6.961538461538463,0.3076923076923077,2.3076923076923075,2.0769230769230766,0.9230769230769232,0.038461538461538464,27.34615384615385,13.0,0.4938461538461539,0.8076923076923077,1.8846153846153848,0.8076923076923077,0.2711538461538462,37.884615384615394,22.73076923076923,4.0,10.0,6.115384615384616,5.307692307692308,9.961538461538463,7.5,17.73076923076923,7.5,9.26923076923077,7.6923076923076925,28.153846153846153,14.807692307692307,0.15384615384615385,2.6923076923076925,2.5769230769230766,0.2692307692307692,0.07692307692307693,36.96153846153846,22.69230769230769,0.5365384615384614,0.07692307692307693,0.4230769230769231,0.19230769230769232,0.17307692307692307,56.730769230769226,40.884615384615394,42.0,352.26923076923083,5.0,0.0,0.0,2.0,5.0,8.0,0.0,16.0,Southpaw,190.5,200.66,264.0,0.0,1.0,0.0,2.727272727272727,1.9090909090909087,2.1818181818181817,1.4545454545454546,62.45454545454545,26.0,4.363636363636363,3.363636363636364,63.36363636363637,26.63636363636364,0.6363636363636364,2.9090909090909087,2.272727272727273,0.7272727272727273,0.09090909090909093,69.0,30.818181818181817,0.4309090909090909,0.09090909090909093,1.181818181818182,0.6363636363636364,0.3090909090909091,89.36363636363636,49.27272727272727,4.0,5.0,6.545454545454546,5.0,4.727272727272728,2.5454545454545454,54.36363636363637,24.09090909090909,11.909090909090908,8.909090909090908,59.90909090909091,26.90909090909091,0.3636363636363637,4.545454545454546,3.636363636363636,1.5454545454545454,0.09090909090909093,71.0,35.54545454545455,0.4081818181818183,0.2727272727272727,3.8181818181818175,1.0,0.2090909090909091,109.0,67.63636363636364,28.0,642.9090909090909,1.0,0.0,0.0,1.0,5.0,0.0,0.0,6.0,Orthodox,177.8,182.88,265.0,36.0,41.0,1
1545,James Te Huna,Steve Bosse,Marc Goddard,2016-03-19,"Brisbane, Queensland, Australia",Blue,False,Light Heavyweight,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,4.0,3.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,4.0,3.0,0.75,0.0,0.0,0.0,0.0,4.0,3.0,1.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,180.34,182.88,205.0,3.0,0.0,0.0,6.222222222222222,4.222222222222221,6.222222222222222,3.7777777777777777,33.55555555555556,15.222222222222221,11.777777777777779,7.777777777777778,40.555555555555564,18.444444444444443,0.2222222222222222,4.777777777777779,4.111111111111111,1.0,0.0,51.555555555555564,26.777777777777782,0.5577777777777778,0.1111111111111111,3.2222222222222223,1.2222222222222223,0.16444444444444445,83.77777777777777,55.0,4.0,4.0,2.7777777777777777,2.0,4.888888888888889,3.4444444444444446,39.444444444444436,10.333333333333334,7.777777777777778,5.5555555555555545,46.22222222222222,14.555555555555555,0.5555555555555556,3.111111111111111,2.7777777777777777,0.8888888888888888,0.0,52.111111111111114,19.33333333333333,0.4133333333333333,0.4444444444444444,1.8888888888888888,0.7777777777777778,0.3333333333333333,66.33333333333333,32.44444444444444,15.0,393.66666666666674,0.0,0.0,0.0,2.0,3.0,0.0,0.0,5.0,Orthodox,187.96,190.5,185.0,34.0,34.0,1
1548,Dan Hooker,Mark Eddiva,Greg Kleynjans,2016-03-19,"Brisbane, Queensland, Australia",Red,False,Featherweight,3,2.0,0.0,0.0,11.0,8.666666666666666,14.333333333333336,11.333333333333336,76.0,27.0,8.333333333333334,6.666666666666668,62.33333333333334,16.333333333333332,0.0,25.33333333333333,20.0,0.0,0.0,98.66666666666669,45.0,0.4566666666666667,0.0,5.333333333333333,1.3333333333333333,0.13333333333333333,135.33333333333334,78.0,1.0,2.0,12.666666666666664,8.666666666666666,15.666666666666664,9.0,68.66666666666667,28.0,2.6666666666666665,2.333333333333333,70.66666666666667,27.33333333333333,0.0,3.6666666666666665,3.333333333333333,1.3333333333333333,0.0,87.0,39.333333333333336,0.4266666666666666,0.6666666666666666,7.333333333333332,2.6666666666666665,0.21333333333333332,110.0,58.33333333333334,8.0,797.3333333333335,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,Orthodox,172.72,172.72,145.0,1.0,0.0,0.0,10.0,6.5,20.25,10.5,72.5,23.75,5.75,3.5,82.25,29.5,0.25,6.25,1.75,0.0,0.25,98.5,37.75,0.4125,0.0,0.75,0.25,0.0825,139.0,71.5,1.0,2.0,12.25,7.0,14.0,7.25,94.5,44.75,2.75,2.25,95.5,44.5,0.0,3.5,2.75,1.0,0.0,111.25,54.25,0.3750000000000001,0.75,7.25,1.75,0.2125,119.0,60.75,9.0,641.75,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,Switch,182.88,190.5,155.0,30.0,26.0,1
1552,Alan Patrick,Damien Brown,Greg Kleynjans,2016-03-19,"Brisbane, Queensland, Australia",Red,False,Lightweight,3,0.0,0.0,0.0,6.9230769230769225,4.823529411764706,6.333333333333332,4.2,44.0,15.0,6.5,4.333333333333333,48.66666666666666,17.576923076923073,0.125,4.454545454545454,3.583333333333333,1.0,0.0,62.45454545454545,28.11111111111111,0.455,0.3333333333333333,2.0,1.0,0.3,86.4,47.04,0.0,0.0,6.8,4.5,5.875,3.6666666666666665,43.14285714285715,14.384615384615385,4.714285714285714,3.0,46.125,14.8,0.0,4.75,3.7222222222222223,0.6666666666666666,0.0,59.66666666666666,25.0,0.415,0.25,2.375,0.8461538461538461,0.2371428571428572,81.83333333333333,43.0,0.0,606.3333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,177.8,172.72,155.0,1.0,0.0,0.0,12.666666666666664,6.0,7.0,4.333333333333333,60.33333333333334,18.33333333333333,1.6666666666666667,1.6666666666666667,51.0,13.666666666666664,0.3333333333333333,5.333333333333333,4.666666666666667,0.0,0.0,69.0,24.33333333333333,0.3933333333333333,0.0,6.666666666666668,1.0,0.22666666666666666,72.0,26.0,2.0,1.0,16.666666666666668,9.333333333333334,9.666666666666666,4.666666666666667,52.66666666666666,23.0,4.333333333333333,2.6666666666666665,44.66666666666666,16.0,0.3333333333333333,5.333333333333333,5.0,0.0,0.0,66.66666666666667,30.33333333333333,0.4166666666666667,0.0,0.3333333333333333,0.0,0.0,71.33333333333333,35.0,6.0,508.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,Southpaw,180.34,187.96,155.0,31.0,32.0,1
1553,Conor McGregor,Nate Diaz,Herb Dean,2016-03-05,"Las Vegas, Nevada, USA",Blue,False,Welterweight,5,0.0,1.0,0.0,10.380952380952381,6.6190476190476195,12.571428571428573,9.047619047619047,93.1904761904762,34.904761904761905,3.0476190476190474,2.095238095238096,92.90476190476191,34.95238095238095,0.14285714285714285,5.523809523809524,4.476190476190476,0.6666666666666666,0.2857142857142857,108.8095238095238,46.047619047619044,0.42,1.0952380952380951,2.7142857142857144,0.7142857142857143,0.3085714285714286,141.66666666666666,75.47619047619048,5.0,8.0,11.38095238095238,7.0,10.952380952380953,6.809523809523809,59.28571428571429,20.714285714285715,16.285714285714285,9.857142857142858,62.714285714285715,20.19047619047619,0.19047619047619047,12.428571428571427,10.19047619047619,1.238095238095238,0.2380952380952381,86.5238095238095,37.38095238095238,0.4166666666666667,0.42857142857142855,4.142857142857143,2.333333333333333,0.5076190476190476,101.61904761904762,51.19047619047619,50.0,657.8571428571429,2.0,0.0,1.0,2.0,2.0,8.0,0.0,13.0,Southpaw,182.88,193.04,170.0,0.0,7.0,0.0,10.571428571428571,5.142857142857143,2.2857142857142856,1.7142857142857142,57.57142857142857,23.142857142857146,9.142857142857142,6.0,54.42857142857143,23.0,0.8571428571428571,4.0,2.7142857142857144,1.1428571428571428,0.0,69.0,30.857142857142854,0.4957142857142857,0.0,0.8571428571428571,0.7142857142857143,0.2571428571428572,78.85714285714286,40.42857142857143,7.0,0.0,3.571428571428572,1.7142857142857142,2.142857142857143,1.1428571428571428,42.0,13.428571428571427,3.0,2.2857142857142856,35.42857142857143,9.571428571428571,0.0,8.142857142857142,5.571428571428571,0.2857142857142857,0.0,47.14285714285714,16.857142857142858,0.3885714285714285,0.14285714285714285,1.7142857142857142,0.5714285714285714,0.08142857142857142,49.714285714285715,19.142857142857142,11.0,334.57142857142856,2.0,0.0,0.0,1.0,6.0,0.0,0.0,7.0,Southpaw,175.26,187.96,155.0,30.0,27.0,1
1556,Corey Anderson,Tom Lawlor,John McCarthy,2016-03-05,"Las Vegas, Nevada, USA",Red,False,Light Heavyweight,3,0.0,2.0,0.0,1.8,1.6,10.1,6.7,30.9,9.9,6.6,4.7,44.0,17.9,0.3,1.8,1.8,0.6,0.0,47.6,21.3,0.407,0.9,4.9,1.5,0.16,68.3,40.3,2.0,4.0,7.5,4.6,9.7,5.7,31.2,10.4,3.3,1.9,34.0,11.5,0.0,2.7,1.9,0.9,0.1,44.2,18.0,0.3690000000000001,0.3,1.5,0.7,0.33299999999999996,63.2,36.2,21.0,495.4,0.0,0.0,0.0,2.0,2.0,2.0,0.0,6.0,Southpaw,182.88,187.96,205.0,0.0,2.0,0.0,14.6,9.6,18.8,11.2,99.0,37.8,20.0,15.8,120.0,52.4,0.0,3.2,2.8,2.8,0.0,137.8,64.8,0.506,0.0,7.6,3.8,0.586,178.6,97.8,2.0,1.0,8.4,5.6,8.4,5.0,60.2,24.0,0.2,0.2,51.2,15.8,0.0,9.2,7.8,0.2,0.0,68.8,29.2,0.39,0.4,0.4,0.2,0.2,78.2,37.2,13.0,723.8,1.0,0.0,0.0,3.0,1.0,0.0,0.0,4.0,Orthodox,190.5,200.66,205.0,32.0,26.0,1
1560,Vitor Miranda,Marcelo Guimaraes,Chris Tognoni,2016-03-05,"Las Vegas, Nevada, USA",Red,False,Middleweight,3,0.0,1.0,0.0,16.0,10.666666666666666,15.0,13.0,105.33333333333331,49.66666666666666,0.3333333333333333,0.0,66.66666666666667,19.0,0.0,38.0,33.0,0.3333333333333333,0.0,120.66666666666669,62.66666666666666,0.5233333333333333,0.0,12.666666666666664,1.6666666666666667,0.16333333333333333,151.33333333333334,89.33333333333331,1.0,1.0,15.333333333333336,8.666666666666666,4.666666666666667,4.333333333333333,149.33333333333334,46.0,0.6666666666666666,0.6666666666666666,122.0,28.33333333333333,0.3333333333333333,17.333333333333332,14.0,0.0,0.0,154.66666666666666,51.0,0.37333333333333335,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,168.0,64.0,8.0,780.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,Orthodox,182.88,185.42,185.0,0.0,2.0,0.0,6.666666666666668,3.0,1.3333333333333333,1.0,24.66666666666667,11.333333333333336,21.66666666666667,18.33333333333333,31.0,20.666666666666668,0.0,10.0,7.0,0.6666666666666666,0.0,47.66666666666666,30.66666666666667,0.62,0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,92.0,72.33333333333333,2.0,1.0,4.0,3.333333333333333,3.333333333333333,2.333333333333333,35.333333333333336,10.333333333333334,7.666666666666668,3.6666666666666665,40.333333333333336,11.333333333333336,0.0,2.0,1.6666666666666667,3.333333333333333,0.0,46.33333333333334,16.333333333333332,0.37666666666666665,0.6666666666666666,4.666666666666667,2.6666666666666665,0.5633333333333334,56.0,25.0,6.0,552.3333333333334,1.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,Orthodox,185.42,195.58,185.0,32.0,36.0,1
1561,Darren Elkins,Chas Skelly,Yves Lavigne,2016-03-05,"Las Vegas, Nevada, USA",Red,False,Featherweight,3,0.0,4.0,0.0,3.2,1.8,7.0,5.2,33.0,8.0,3.6,3.4,39.8,14.2,0.2,0.6,0.6,3.2,0.6,43.6,16.6,0.35,2.0,4.0,1.4,0.446,61.4,32.4,4.0,1.0,3.2,1.4,4.6,3.0,34.0,12.4,9.4,5.4,42.4,17.2,0.2,2.4,2.2,1.0,0.8,48.0,20.8,0.42200000000000004,0.4,1.2,0.6,0.2,66.2,36.4,11.0,594.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,4.0,Orthodox,180.34,182.88,145.0,0.0,1.0,0.0,10.769230769230768,5.846153846153847,9.076923076923077,5.153846153846153,74.07692307692308,15.923076923076925,14.307692307692307,9.23076923076923,85.46153846153847,23.23076923076923,0.07692307692307693,1.2307692307692308,1.2307692307692308,2.3076923076923075,0.0,97.46153846153848,30.30769230769231,0.2669230769230769,1.3076923076923077,5.615384615384616,1.6923076923076923,0.3215384615384616,145.9230769230769,72.38461538461539,5.0,4.0,5.461538461538462,3.8461538461538463,2.769230769230769,1.9230769230769231,46.30769230769231,16.692307692307693,3.7692307692307687,2.5384615384615383,44.153846153846146,14.846153846153848,0.07692307692307693,3.2307692307692313,2.4615384615384617,0.7692307692307693,0.07692307692307693,52.846153846153854,21.153846153846157,0.3969230769230769,0.5384615384615384,0.8461538461538461,0.6923076923076923,0.3330769230769231,69.84615384615384,36.153846153846146,31.0,649.1538461538463,0.0,0.0,1.0,6.0,2.0,0.0,0.0,9.0,Orthodox,177.8,180.34,145.0,30.0,31.0,1
1563,Jason Saggo,Justin Salas,Yves Lavigne,2016-03-05,"Las Vegas, Nevada, USA",Red,False,Lightweight,3,1.0,0.0,0.0,7.833333333333332,5.5,7.666666666666668,5.833333333333332,52.66666666666666,18.666666666666668,4.333333333333333,3.5,48.16666666666666,16.166666666666668,0.16666666666666666,8.666666666666666,6.333333333333332,0.3333333333333333,0.0,64.66666666666667,28.0,0.4733333333333334,0.0,6.333333333333332,1.1666666666666667,0.09833333333333334,70.33333333333333,33.333333333333336,1.0,3.0,12.0,5.833333333333332,5.833333333333332,4.166666666666667,62.5,14.166666666666664,4.166666666666667,2.6666666666666665,57.0,13.0,0.5,3.5,2.1666666666666665,0.3333333333333333,0.0,72.5,21.0,0.3833333333333333,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,76.66666666666667,24.83333333333333,11.0,448.66666666666674,0.0,0.0,1.0,1.0,1.0,0.0,0.0,3.0,Southpaw,172.72,177.8,155.0,1.0,0.0,0.0,2.5,1.5,2.5,2.0,17.0,7.5,17.5,10.0,30.0,15.0,0.5,4.5,3.0,8.0,0.5,37.0,19.5,0.495,0.0,9.5,4.0,0.515,61.0,37.0,1.0,1.0,4.5,3.5,11.5,8.0,16.5,7.5,20.0,13.0,41.5,23.0,0.0,2.0,2.0,0.5,0.0,48.0,28.5,0.55,0.5,0.5,0.5,0.5,64.5,42.5,4.0,598.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Orthodox,180.34,180.34,155.0,33.0,30.0,1
1566,Gegard Mousasi,Thales Leites,Marc Goddard,2016-02-27,"London, England, United Kingdom",Red,False,Middleweight,3,1.0,0.0,0.0,3.8571428571428568,2.2142857142857144,4.785714285714286,2.5,50.714285714285715,16.285714285714285,9.928571428571429,6.642857142857142,56.78571428571429,18.928571428571427,0.2857142857142857,4.785714285714286,4.285714285714286,3.7142857142857135,0.0,65.42857142857143,25.42857142857143,0.40142857142857136,1.0714285714285714,5.7142857142857135,1.7857142857142858,0.3164285714285714,83.28571428571429,41.714285714285715,5.0,4.0,6.071428571428571,4.071428571428571,6.2857142857142865,4.214285714285714,63.28571428571429,26.214285714285715,5.428571428571429,3.928571428571429,58.78571428571429,21.0,0.14285714285714285,10.142857142857142,9.285714285714286,0.21428571428571427,0.07142857142857142,75.0,34.357142857142854,0.4142857142857143,0.21428571428571427,0.5714285714285714,0.35714285714285715,0.05071428571428571,83.85714285714286,42.357142857142854,36.0,701.7857142857142,1.0,0.0,1.0,3.0,2.0,4.0,0.0,10.0,Orthodox,185.42,198.12,185.0,1.0,0.0,0.0,5.857142857142858,3.4285714285714284,3.0,1.7142857142857142,52.28571428571429,22.857142857142854,12.142857142857142,9.285714285714286,55.0,24.57142857142857,0.14285714285714285,6.571428571428571,5.857142857142858,2.2857142857142856,0.14285714285714285,67.42857142857143,33.857142857142854,0.4957142857142857,0.42857142857142855,1.1428571428571428,0.7142857142857143,0.2857142857142857,99.85714285714286,61.57142857142857,2.0,3.0,6.142857142857142,2.8571428571428568,1.1428571428571428,0.7142857142857143,44.42857142857143,11.0,5.7142857142857135,4.285714285714286,40.0,9.285714285714286,0.14285714285714285,5.142857142857143,3.8571428571428568,1.2857142857142858,0.0,51.28571428571429,16.0,0.3757142857142857,0.2857142857142857,3.1428571428571432,0.8571428571428571,0.1757142857142857,57.85714285714285,22.142857142857146,18.0,686.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,4.0,Orthodox,187.96,193.04,185.0,34.0,30.0,1
1571,Scott Askham,Chris Dempsey,Leon Roberts,2016-02-27,"London, England, United Kingdom",Red,False,Middleweight,3,1.0,0.0,0.0,2.333333333333333,2.0,3.333333333333333,2.333333333333333,43.66666666666666,11.0,2.0,1.6666666666666667,46.0,12.666666666666664,0.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.0,49.0,15.0,0.17,0.0,4.333333333333333,1.0,0.08333333333333333,57.33333333333334,22.33333333333333,1.0,2.0,0.6666666666666666,0.6666666666666666,2.0,0.6666666666666666,56.66666666666666,17.333333333333332,1.0,1.0,57.0,16.333333333333332,0.3333333333333333,2.0,2.0,0.3333333333333333,0.0,59.66666666666666,19.0,0.4233333333333333,0.0,1.3333333333333333,1.3333333333333333,0.6666666666666666,64.66666666666667,23.0,5.0,359.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,Orthodox,177.8,182.88,185.0,1.0,0.0,0.0,7.666666666666668,5.666666666666668,13.333333333333336,10.333333333333334,29.33333333333333,12.666666666666664,2.0,2.0,27.33333333333333,10.0,1.0,9.666666666666666,9.333333333333334,0.0,0.0,44.66666666666666,25.0,0.6066666666666666,0.3333333333333333,1.0,0.0,0.0,65.0,45.33333333333334,1.0,2.0,6.666666666666668,4.666666666666667,9.666666666666666,7.333333333333332,34.0,10.666666666666666,8.333333333333334,6.0,40.0,14.333333333333336,0.0,5.333333333333333,5.0,1.6666666666666667,0.0,52.0,24.0,0.52,0.0,3.333333333333333,1.6666666666666667,0.3866666666666667,131.0,99.66666666666669,7.0,657.3333333333334,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Southpaw,190.5,190.5,185.0,28.0,27.0,1
